id,date,category,description,amount,payment_method,location
1335,2025-06-10,Transport,Fuel,5667.14,Online,Karachi
285,2025-06-11,Travel,Travel Transport,3429.68,Cash,Islamabad
489,2025-06-11,Bills,Electricity,8398.11,Bank Transfer,Lahore
513,2025-06-11,Education,Education Fees,27383.74,Cash,Dubai
1128,2025-06-11,Entertainment,Games,8348.59,Online,Islamabad
1343,2025-06-11,Bills,Phone Bill,3040.38,Card,Lahore
577,2025-06-12,Travel,Hotel,13565.81,Online,Rawalpindi
773,2025-06-12,Food,Restaurant,1330.51,Bank Transfer,Lahore
593,2025-06-14,Food,Coffee,933.24,Online,Islamabad
1021,2025-06-14,Bills,Internet,6374.98,Cash,Lahore
745,2025-06-15,Health,Doctor,3672.46,Bank Transfer,Islamabad
1188,2025-06-15,Bills,Internet,4218.19,Online,Lahore
1191,2025-06-15,Entertainment,Streaming,1556.18,Card,Rawalpindi
558,2025-06-16,Entertainment,Games,6457.41,Cash,Islamabad
1052,2025-06-16,Transport,Fuel,4060.21,Cash,Lahore
557,2025-06-17,Bills,Electricity,9215.86,Online,Karachi
1047,2025-06-17,Food,Fast Food,974.04,Bank Transfer,Karachi
39,2025-06-18,Education,Books,7228.64,Bank Transfer,Rawalpindi
452,2025-06-18,Travel,Travel Food,5976.6,Cash,Rawalpindi
1275,2025-06-18,Health,Dental,3954.05,Card,Karachi
26,2025-06-19,Bills,Utilities,10318.07,Cash,Islamabad
675,2025-06-19,Shopping,Online Shopping,5909.71,Cash,Rawalpindi
151,2025-06-20,Bills,Electricity,5496.54,Card,Islamabad
423,2025-06-20,Travel,Travel Food,2783.8,Bank Transfer,Rawalpindi
470,2025-06-20,Health,Doctor,3405.42,Card,Dubai
849,2025-06-20,Education,Stationery,1469.46,Card,Dubai
538,2025-06-21,Entertainment,Games,3067.65,Online,Karachi
929,2025-06-21,Food,Fast Food,1502.41,Bank Transfer,Karachi
1049,2025-06-21,Health,Dental,13467.43,Bank Transfer,Islamabad
1358,2025-06-21,Food,Coffee,577.92,Bank Transfer,Islamabad
214,2025-06-22,Transport,Ride Share,1221.04,Cash,Islamabad
973,2025-06-22,Health,Doctor,4278.35,Card,Lahore
1243,2025-06-22,Bills,Internet,3517.71,Card,Lahore
1502,2025-06-22,Travel,Flight,240000.0,Bank Transfer,Dubai
855,2025-06-24,Health,Doctor,2917.54,Cash,Lahore
969,2025-06-24,Transport,Ride Share,693.37,Cash,Karachi
1019,2025-06-25,Bills,Internet,4257.79,Bank Transfer,Karachi
1064,2025-06-25,Food,Restaurant,3491.0,Online,Islamabad
545,2025-06-26,Bills,Utilities,3607.3,Online,Karachi
968,2025-06-26,Food,Fast Food,1691.66,Card,Rawalpindi
1441,2025-06-26,Education,Books,4999.68,Online,Islamabad
216,2025-06-27,Shopping,Clothing,5174.76,Online,Rawalpindi
638,2025-06-27,Transport,Parking,338.67,Bank Transfer,Dubai
972,2025-06-27,Health,Pharmacy,1348.07,Cash,Rawalpindi
413,2025-06-28,Shopping,Home Supplies,4652.01,Online,Lahore
1300,2025-06-28,Health,Doctor,3012.29,Card,Lahore
1039,2025-06-29,Travel,Flight,39801.37,Online,Islamabad
1341,2025-06-29,Education,Courses,5648.37,Online,Rawalpindi
908,2025-06-30,Bills,Utilities,2965.87,Card,Dubai
982,2025-06-30,Shopping,Clothing,3529.41,Bank Transfer,Islamabad
58,2025-07-01,Education,Books,2180.75,Bank Transfer,Rawalpindi
515,2025-07-01,Food,Coffee,855.81,Card,Lahore
624,2025-07-01,Shopping,Electronics,16111.52,Bank Transfer,Dubai
754,2025-07-01,Travel,Travel Transport,3606.84,Bank Transfer,Islamabad
64,2025-07-02,Bills,Electricity,6832.85,Online,Islamabad
852,2025-07-03,Travel,Flight,89465.91,Card,Islamabad
1043,2025-07-03,Travel,Flight,24370.29,Bank Transfer,Rawalpindi
1144,2025-07-03,Bills,Internet,4310.14,Bank Transfer,Rawalpindi
153,2025-07-04,Shopping,Electronics,14449.76,Online,Dubai
978,2025-07-04,Travel,Hotel,26685.74,Bank Transfer,Islamabad
128,2025-07-05,Education,Education Fees,43283.05,Online,Islamabad
569,2025-07-05,Bills,Electricity,11419.78,Bank Transfer,Dubai
857,2025-07-05,Transport,Fuel,8734.13,Card,Dubai
1496,2025-07-05,Entertainment,Games,3787.75,Cash,Rawalpindi
421,2025-07-07,Health,Doctor,4658.77,Online,Dubai
570,2025-07-07,Health,Pharmacy,1721.93,Cash,Islamabad
1150,2025-07-07,Food,Coffee,433.43,Online,Rawalpindi
114,2025-07-08,Food,Fast Food,2036.51,Online,Karachi
661,2025-07-08,Entertainment,Streaming,966.52,Cash,Dubai
733,2025-07-08,Travel,Travel Transport,2320.96,Bank Transfer,Islamabad
948,2025-07-08,Bills,Phone Bill,2521.96,Card,Rawalpindi
1065,2025-07-09,Travel,Hotel,15126.26,Bank Transfer,Rawalpindi
326,2025-07-10,Food,Fast Food,1626.7,Cash,Lahore
1482,2025-07-10,Education,Stationery,244.47,Online,Rawalpindi
782,2025-07-11,Health,Dental,11879.57,Bank Transfer,Dubai
1494,2025-07-11,Entertainment,Streaming,1680.35,Bank Transfer,Lahore
1179,2025-07-12,Food,Grocery,4970.92,Cash,Lahore
346,2025-07-13,Transport,Ride Share,1685.18,Online,Dubai
1016,2025-07-13,Transport,Ride Share,1831.59,Cash,Dubai
1394,2025-07-13,Education,Courses,13522.88,Bank Transfer,Islamabad
161,2025-07-14,Bills,Internet,4671.88,Card,Islamabad
360,2025-07-14,Transport,Parking,1177.34,Cash,Rawalpindi
35,2025-07-16,Entertainment,Events,3773.66,Cash,Islamabad
1357,2025-07-16,Transport,Fuel,8707.4,Card,Lahore
1401,2025-07-16,Bills,Utilities,5337.06,Card,Lahore
325,2025-07-17,Transport,Public Transport,249.31,Online,Islamabad
553,2025-07-17,Entertainment,Movies,1028.61,Online,Karachi
780,2025-07-17,Food,Coffee,486.22,Cash,Islamabad
795,2025-07-17,Entertainment,Games,5797.57,Online,Karachi
1285,2025-07-17,Transport,Ride Share,429.05,Card,Dubai
236,2025-07-18,Health,Fitness,3264.59,Bank Transfer,Rawalpindi
871,2025-07-18,Food,Restaurant,534.04,Card,Lahore
1286,2025-07-18,Shopping,Home Supplies,3528.01,Online,Dubai
573,2025-07-19,Transport,Parking,743.63,Online,Karachi
715,2025-07-19,Travel,Travel Transport,3850.75,Bank Transfer,Lahore
1414,2025-07-19,Shopping,Clothing,4622.0,Card,Islamabad
736,2025-07-20,Shopping,Electronics,32568.42,Card,Lahore
1378,2025-07-22,Entertainment,Events,4111.72,Cash,Islamabad
1483,2025-07-22,Transport,Fuel,5114.73,Online,Karachi
22,2025-07-23,Shopping,Home Supplies,6071.64,Card,Dubai
1130,2025-07-23,Transport,Parking,622.79,Online,Rawalpindi
255,2025-07-24,Food,Fast Food,2007.19,Online,Dubai
579,2025-07-24,Health,Pharmacy,4410.57,Cash,Karachi
592,2025-07-24,Bills,Internet,3940.34,Online,Islamabad
631,2025-07-24,Bills,Internet,6510.0,Bank Transfer,Lahore
1498,2025-07-24,Transport,Ride Share,1030.53,Bank Transfer,Lahore
477,2025-07-25,Bills,Phone Bill,3267.92,Cash,Rawalpindi
890,2025-07-25,Entertainment,Streaming,1056.64,Bank Transfer,Rawalpindi
1074,2025-07-25,Education,Books,2415.12,Online,Rawalpindi
510,2025-07-26,Shopping,Home Supplies,5711.25,Bank Transfer,Karachi
873,2025-07-26,Bills,Phone Bill,3445.35,Bank Transfer,Islamabad
1097,2025-07-26,Travel,Hotel,34744.66,Cash,Islamabad
1338,2025-07-26,Food,Grocery,4735.19,Online,Dubai
486,2025-07-27,Shopping,Clothing,4941.94,Cash,Rawalpindi
843,2025-07-27,Entertainment,Movies,945.34,Online,Dubai
960,2025-07-27,Shopping,Clothing,15476.49,Cash,Islamabad
970,2025-07-27,Education,Stationery,1931.69,Online,Islamabad
1247,2025-07-27,Entertainment,Games,5353.83,Online,Karachi
363,2025-07-28,Health,Dental,7982.54,Cash,Lahore
463,2025-07-28,Shopping,Home Supplies,3707.92,Card,Islamabad
1457,2025-07-28,Transport,Public Transport,759.54,Cash,Islamabad
45,2025-07-29,Health,Doctor,3454.41,Cash,Islamabad
206,2025-07-29,Bills,Internet,5158.25,Bank Transfer,Islamabad
481,2025-07-30,Entertainment,Events,6533.31,Card,Lahore
526,2025-07-30,Entertainment,Events,8463.06,Bank Transfer,Islamabad
912,2025-07-30,Health,Dental,9709.59,Bank Transfer,Rawalpindi
1061,2025-07-30,Entertainment,Games,6643.02,Card,Karachi
1296,2025-07-30,Education,Courses,13453.53,Card,Islamabad
1333,2025-07-30,Entertainment,Streaming,1509.83,Card,Rawalpindi
84,2025-07-31,Education,Education Fees,38220.97,Card,Dubai
312,2025-08-01,Travel,Travel Food,4492.02,Bank Transfer,Islamabad
359,2025-08-02,Health,Dental,16745.59,Card,Lahore
772,2025-08-02,Travel,Travel Transport,4408.12,Bank Transfer,Islamabad
983,2025-08-03,Education,Stationery,992.27,Online,Karachi
1057,2025-08-03,Shopping,Clothing,7381.63,Card,Karachi
1100,2025-08-03,Health,Pharmacy,3144.91,Bank Transfer,Dubai
1266,2025-08-03,Food,Grocery,10775.9,Online,Karachi
1325,2025-08-03,Travel,Travel Transport,5559.56,Card,Islamabad
649,2025-08-04,Entertainment,Events,10184.3,Cash,Dubai
660,2025-08-04,Health,Doctor,4147.31,Cash,Lahore
1257,2025-08-04,Health,Dental,10518.36,Online,Islamabad
1430,2025-08-04,Entertainment,Movies,2029.57,Cash,Rawalpindi
119,2025-08-05,Bills,Electricity,7613.5,Cash,Dubai
1405,2025-08-05,Food,Coffee,638.62,Bank Transfer,Rawalpindi
1154,2025-08-06,Food,Grocery,4545.57,Card,Lahore
1479,2025-08-07,Food,Coffee,409.1,Bank Transfer,Dubai
270,2025-08-08,Bills,Utilities,3985.86,Cash,Karachi
416,2025-08-08,Entertainment,Streaming,1655.43,Card,Dubai
498,2025-08-08,Shopping,Home Supplies,3159.31,Cash,Karachi
245,2025-08-09,Shopping,Online Shopping,5069.93,Bank Transfer,Lahore
739,2025-08-09,Bills,Utilities,8424.75,Card,Rawalpindi
1137,2025-08-09,Bills,Internet,4087.83,Online,Lahore
690,2025-08-10,Travel,Travel Transport,5681.76,Cash,Lahore
1353,2025-08-10,Food,Grocery,4711.16,Card,Dubai
349,2025-08-11,Food,Grocery,5126.93,Bank Transfer,Lahore
910,2025-08-11,Shopping,Clothing,11099.45,Cash,Rawalpindi
94,2025-08-12,Travel,Travel Food,6312.93,Cash,Dubai
334,2025-08-12,Entertainment,Movies,1331.01,Bank Transfer,Karachi
1000,2025-08-12,Shopping,Home Supplies,3235.42,Card,Karachi
945,2025-08-13,Bills,Phone Bill,1930.05,Card,Dubai
29,2025-08-14,Food,Restaurant,2518.66,Card,Lahore
993,2025-08-14,Bills,Internet,5248.31,Cash,Dubai
1362,2025-08-14,Transport,Public Transport,448.58,Bank Transfer,Karachi
351,2025-08-15,Education,Stationery,904.94,Cash,Rawalpindi
568,2025-08-16,Travel,Travel Food,4639.65,Cash,Dubai
728,2025-08-16,Shopping,Clothing,8358.15,Online,Rawalpindi
1056,2025-08-16,Shopping,Electronics,43507.68,Bank Transfer,Lahore
1499,2025-08-16,Health,Fitness,3325.87,Online,Karachi
475,2025-08-17,Food,Coffee,295.87,Online,Islamabad
611,2025-08-17,Education,Education Fees,33670.17,Card,Rawalpindi
616,2025-08-17,Travel,Travel Food,4935.22,Online,Islamabad
92,2025-08-18,Transport,Ride Share,1574.56,Cash,Lahore
1131,2025-08-18,Food,Restaurant,3483.57,Cash,Karachi
231,2025-08-20,Shopping,Electronics,14318.27,Card,Dubai
957,2025-08-20,Food,Coffee,1009.23,Online,Karachi
9,2025-08-22,Bills,Electricity,17899.37,Card,Rawalpindi
384,2025-08-22,Health,Fitness,3162.49,Online,Karachi
585,2025-08-22,Entertainment,Games,3674.91,Card,Dubai
1323,2025-08-22,Entertainment,Games,5233.4,Online,Rawalpindi
735,2025-08-23,Transport,Public Transport,537.1,Online,Rawalpindi
1470,2025-08-23,Bills,Electricity,20720.86,Online,Islamabad
365,2025-08-24,Education,Courses,8892.25,Bank Transfer,Islamabad
720,2025-08-24,Health,Fitness,5925.36,Card,Islamabad
1295,2025-08-24,Travel,Flight,42163.43,Bank Transfer,Rawalpindi
369,2025-08-25,Transport,Fuel,2879.44,Online,Islamabad
839,2025-08-25,Entertainment,Games,6781.22,Bank Transfer,Karachi
3,2025-08-27,Food,Grocery,6799.94,Online,Lahore
509,2025-08-27,Entertainment,Movies,1332.17,Card,Islamabad
966,2025-08-27,Transport,Ride Share,1539.86,Online,Karachi
1235,2025-08-27,Education,Stationery,1332.86,Online,Islamabad
122,2025-08-28,Bills,Internet,4104.92,Cash,Lahore
1265,2025-08-28,Travel,Travel Food,1913.53,Online,Dubai
1412,2025-08-28,Travel,Travel Transport,4750.04,Card,Islamabad
73,2025-08-29,Bills,Internet,5320.62,Cash,Karachi
81,2025-08-29,Bills,Phone Bill,2200.55,Card,Lahore
594,2025-08-29,Food,Restaurant,2399.47,Card,Dubai
664,2025-08-29,Transport,Public Transport,433.62,Cash,Islamabad
748,2025-08-29,Bills,Electricity,8341.97,Online,Karachi
1107,2025-08-30,Education,Courses,4798.84,Cash,Karachi
158,2025-08-31,Education,Stationery,1395.44,Bank Transfer,Karachi
1368,2025-08-31,Education,Courses,10320.27,Card,Lahore
936,2025-09-01,Travel,Flight,40513.03,Bank Transfer,Karachi
1022,2025-09-01,Transport,Ride Share,2352.69,Cash,Rawalpindi
24,2025-09-03,Food,Grocery,8591.79,Card,Karachi
361,2025-09-03,Health,Dental,7646.16,Bank Transfer,Islamabad
457,2025-09-03,Travel,Travel Transport,1832.56,Online,Dubai
1407,2025-09-03,Health,Fitness,2986.16,Card,Islamabad
154,2025-09-04,Travel,Flight,41772.48,Bank Transfer,Rawalpindi
252,2025-09-04,Transport,Public Transport,235.29,Bank Transfer,Dubai
799,2025-09-04,Entertainment,Events,9249.93,Bank Transfer,Islamabad
1503,2025-09-04,Education,Education Fees,175000.0,Bank Transfer,Lahore
724,2025-09-05,Bills,Internet,3640.0,Cash,Dubai
356,2025-09-06,Bills,Internet,3875.14,Card,Rawalpindi
391,2025-09-06,Shopping,Online Shopping,6072.07,Bank Transfer,Islamabad
776,2025-09-06,Food,Restaurant,2127.44,Online,Dubai
374,2025-09-07,Entertainment,Streaming,1546.08,Card,Karachi
687,2025-09-07,Food,Grocery,5627.2,Cash,Lahore
48,2025-09-08,Health,Dental,5388.04,Bank Transfer,Dubai
101,2025-09-09,Transport,Public Transport,595.65,Cash,Rawalpindi
499,2025-09-09,Bills,Utilities,5168.01,Online,Karachi
1108,2025-09-09,Bills,Utilities,5608.57,Online,Rawalpindi
1204,2025-09-09,Shopping,Online Shopping,15527.79,Cash,Rawalpindi
1258,2025-09-09,Health,Dental,5992.67,Bank Transfer,Karachi
394,2025-09-10,Travel,Flight,54398.98,Cash,Islamabad
1118,2025-09-10,Bills,Internet,3952.46,Bank Transfer,Islamabad
1339,2025-09-10,Health,Fitness,3259.48,Card,Karachi
28,2025-09-11,Entertainment,Movies,1119.31,Cash,Dubai
996,2025-09-11,Health,Fitness,3698.45,Cash,Dubai
1277,2025-09-11,Transport,Parking,535.84,Bank Transfer,Karachi
59,2025-09-12,Bills,Internet,5239.3,Card,Rawalpindi
721,2025-09-12,Bills,Electricity,10527.24,Bank Transfer,Karachi
501,2025-09-13,Food,Coffee,783.93,Bank Transfer,Rawalpindi
760,2025-09-13,Shopping,Online Shopping,16494.37,Cash,Islamabad
804,2025-09-13,Entertainment,Streaming,1762.36,Card,Dubai
1478,2025-09-13,Transport,Public Transport,302.76,Bank Transfer,Islamabad
770,2025-09-14,Education,Books,1885.96,Cash,Rawalpindi
954,2025-09-14,Travel,Hotel,37716.48,Cash,Karachi
1077,2025-09-14,Travel,Travel Transport,2406.68,Cash,Karachi
19,2025-09-15,Food,Restaurant,2431.95,Bank Transfer,Islamabad
932,2025-09-16,Shopping,Home Supplies,3137.18,Bank Transfer,Karachi
858,2025-09-17,Food,Coffee,568.51,Online,Dubai
1171,2025-09-17,Health,Dental,9894.34,Card,Karachi
620,2025-09-18,Entertainment,Games,3022.59,Online,Lahore
155,2025-09-19,Food,Coffee,919.96,Cash,Karachi
587,2025-09-19,Food,Restaurant,2368.78,Card,Karachi
596,2025-09-20,Entertainment,Events,13735.3,Bank Transfer,Islamabad
899,2025-09-22,Health,Fitness,2359.48,Bank Transfer,Islamabad
1175,2025-09-23,Transport,Parking,747.29,Card,Rawalpindi
491,2025-09-24,Shopping,Clothing,14935.69,Online,Dubai
756,2025-09-24,Shopping,Home Supplies,1016.47,Cash,Islamabad
1023,2025-09-24,Health,Doctor,3157.06,Card,Islamabad
1146,2025-09-24,Transport,Public Transport,177.84,Cash,Rawalpindi
362,2025-09-25,Health,Fitness,3279.63,Online,Islamabad
934,2025-09-25,Entertainment,Events,4150.05,Card,Islamabad
1125,2025-09-25,Transport,Public Transport,347.99,Bank Transfer,Rawalpindi
418,2025-09-26,Travel,Travel Food,5151.84,Online,Dubai
939,2025-09-26,Shopping,Online Shopping,2194.74,Online,Rawalpindi
1042,2025-09-26,Bills,Utilities,3457.89,Bank Transfer,Rawalpindi
1301,2025-09-26,Transport,Ride Share,1733.59,Cash,Rawalpindi
784,2025-09-27,Health,Fitness,1085.18,Online,Lahore
7,2025-09-28,Food,Coffee,593.25,Online,Karachi
50,2025-09-28,Transport,Ride Share,1552.57,Cash,Islamabad
544,2025-09-28,Education,Education Fees,25020.21,Online,Karachi
639,2025-09-28,Shopping,Electronics,37858.41,Bank Transfer,Karachi
677,2025-09-28,Health,Doctor,1985.34,Cash,Dubai
937,2025-09-28,Transport,Ride Share,776.58,Online,Rawalpindi
1148,2025-09-28,Health,Fitness,5332.08,Bank Transfer,Rawalpindi
182,2025-09-29,Food,Grocery,7040.81,Card,Karachi
951,2025-09-29,Shopping,Online Shopping,4173.41,Cash,Dubai
1098,2025-09-29,Food,Fast Food,2382.74,Online,Lahore
1174,2025-09-29,Health,Doctor,3187.93,Card,Dubai
123,2025-09-30,Shopping,Clothing,3632.18,Bank Transfer,Dubai
769,2025-09-30,Education,Books,3698.75,Cash,Lahore
793,2025-09-30,Food,Restaurant,3008.56,Card,Lahore
11,2025-10-01,Transport,Fuel,5656.35,Cash,Lahore
288,2025-10-01,Travel,Flight,35854.0,Card,Islamabad
373,2025-10-01,Education,Books,2961.01,Online,Rawalpindi
434,2025-10-01,Transport,Fuel,8772.1,Online,Karachi
392,2025-10-02,Travel,Flight,28975.18,Online,Islamabad
441,2025-10-02,Health,Dental,7225.4,Cash,Dubai
600,2025-10-02,Transport,Public Transport,544.5,Cash,Karachi
723,2025-10-03,Shopping,Electronics,33753.79,Cash,Lahore
1248,2025-10-03,Food,Fast Food,1103.32,Online,Karachi
503,2025-10-04,Shopping,Clothing,6445.19,Cash,Karachi
590,2025-10-04,Shopping,Online Shopping,16549.73,Card,Dubai
991,2025-10-04,Entertainment,Streaming,877.46,Card,Islamabad
474,2025-10-05,Transport,Public Transport,227.99,Card,Lahore
824,2025-10-05,Food,Coffee,676.5,Card,Karachi
1465,2025-10-05,Transport,Ride Share,781.04,Online,Lahore
125,2025-10-06,Travel,Travel Transport,1625.59,Card,Rawalpindi
316,2025-10-06,Shopping,Clothing,9320.43,Cash,Lahore
138,2025-10-07,Education,Education Fees,44633.13,Cash,Rawalpindi
941,2025-10-07,Health,Dental,6559.15,Card,Islamabad
1269,2025-10-08,Entertainment,Movies,2347.75,Bank Transfer,Dubai
727,2025-10-09,Travel,Flight,108870.08,Bank Transfer,Rawalpindi
104,2025-10-10,Food,Grocery,2280.52,Online,Rawalpindi
140,2025-10-10,Education,Stationery,2369.02,Bank Transfer,Karachi
435,2025-10-11,Shopping,Electronics,23359.13,Bank Transfer,Lahore
455,2025-10-11,Transport,Fuel,5747.07,Bank Transfer,Karachi
949,2025-10-11,Education,Stationery,878.44,Card,Islamabad
10,2025-10-12,Travel,Travel Food,2920.68,Bank Transfer,Lahore
1110,2025-10-12,Shopping,Clothing,15335.7,Online,Karachi
1267,2025-10-12,Travel,Flight,60351.62,Cash,Karachi
1371,2025-10-12,Health,Pharmacy,2652.15,Online,Islamabad
268,2025-10-13,Entertainment,Movies,670.36,Cash,Rawalpindi
1075,2025-10-13,Bills,Utilities,4850.66,Online,Rawalpindi
297,2025-10-14,Transport,Fuel,8995.44,Online,Islamabad
482,2025-10-14,Transport,Ride Share,1976.22,Online,Islamabad
504,2025-10-15,Food,Coffee,588.82,Cash,Lahore
548,2025-10-15,Travel,Hotel,43667.55,Cash,Lahore
684,2025-10-15,Entertainment,Games,3516.42,Bank Transfer,Dubai
1147,2025-10-15,Health,Fitness,2688.79,Bank Transfer,Dubai
1264,2025-10-15,Health,Doctor,2428.44,Bank Transfer,Lahore
1418,2025-10-15,Entertainment,Streaming,1519.13,Card,Lahore
51,2025-10-16,Entertainment,Streaming,977.52,Bank Transfer,Dubai
293,2025-10-16,Travel,Travel Transport,2621.6,Card,Karachi
141,2025-10-17,Bills,Utilities,8729.59,Online,Dubai
563,2025-10-17,Bills,Electricity,11561.11,Bank Transfer,Islamabad
787,2025-10-17,Health,Fitness,3949.14,Card,Karachi
1069,2025-10-18,Travel,Travel Food,5727.83,Online,Lahore
1153,2025-10-18,Shopping,Electronics,47327.53,Bank Transfer,Dubai
1427,2025-10-18,Shopping,Clothing,9132.79,Bank Transfer,Dubai
235,2025-10-19,Travel,Flight,59180.43,Bank Transfer,Rawalpindi
864,2025-10-19,Shopping,Online Shopping,14719.16,Bank Transfer,Karachi
1034,2025-10-19,Health,Dental,6942.37,Online,Dubai
40,2025-10-20,Education,Education Fees,14368.55,Bank Transfer,Lahore
320,2025-10-20,Food,Restaurant,2338.51,Cash,Dubai
1379,2025-10-20,Travel,Flight,43969.54,Online,Karachi
220,2025-10-21,Transport,Ride Share,1341.72,Online,Rawalpindi
341,2025-10-21,Education,Courses,12454.81,Online,Islamabad
757,2025-10-21,Travel,Hotel,28663.85,Online,Rawalpindi
1203,2025-10-21,Shopping,Clothing,6003.15,Online,Islamabad
1340,2025-10-22,Travel,Travel Food,5819.39,Bank Transfer,Rawalpindi
124,2025-10-23,Travel,Hotel,22167.67,Bank Transfer,Rawalpindi
1036,2025-10-23,Shopping,Online Shopping,14302.5,Online,Lahore
1048,2025-10-24,Bills,Electricity,11984.32,Cash,Karachi
1298,2025-10-25,Travel,Flight,65903.18,Bank Transfer,Karachi
248,2025-10-26,Education,Books,4050.29,Cash,Dubai
398,2025-10-26,Travel,Flight,46848.68,Bank Transfer,Rawalpindi
848,2025-10-26,Travel,Travel Transport,5836.23,Bank Transfer,Rawalpindi
1429,2025-10-26,Education,Books,7126.09,Bank Transfer,Lahore
1190,2025-10-28,Education,Education Fees,34399.73,Bank Transfer,Rawalpindi
637,2025-10-29,Travel,Flight,108539.31,Card,Lahore
914,2025-10-29,Food,Fast Food,1899.52,Card,Karachi
1183,2025-10-29,Education,Books,2805.86,Card,Rawalpindi
1229,2025-10-29,Travel,Hotel,32552.22,Cash,Dubai
1306,2025-10-29,Shopping,Home Supplies,2999.21,Bank Transfer,Lahore
1318,2025-10-29,Transport,Public Transport,639.09,Card,Karachi
261,2025-10-30,Bills,Utilities,6383.6,Online,Lahore
332,2025-10-30,Health,Doctor,3229.31,Cash,Rawalpindi
385,2025-10-30,Entertainment,Movies,803.12,Cash,Rawalpindi
1314,2025-10-30,Travel,Travel Food,3284.83,Card,Rawalpindi
430,2025-11-01,Food,Coffee,434.84,Card,Rawalpindi
527,2025-11-01,Entertainment,Movies,735.78,Online,Lahore
658,2025-11-02,Health,Pharmacy,2768.23,Cash,Karachi
1217,2025-11-02,Food,Coffee,475.63,Cash,Dubai
1450,2025-11-02,Health,Doctor,4199.34,Card,Lahore
380,2025-11-03,Shopping,Electronics,36991.59,Online,Dubai
758,2025-11-03,Food,Coffee,799.53,Cash,Karachi
878,2025-11-03,Health,Pharmacy,1676.45,Bank Transfer,Islamabad
1328,2025-11-03,Health,Pharmacy,2819.5,Card,Lahore
549,2025-11-04,Travel,Travel Food,3471.93,Online,Dubai
738,2025-11-04,Bills,Electricity,10520.88,Cash,Karachi
1101,2025-11-04,Education,Stationery,786.4,Online,Islamabad
1105,2025-11-04,Education,Education Fees,18481.69,Card,Lahore
1168,2025-11-04,Shopping,Electronics,43289.98,Bank Transfer,Lahore
1451,2025-11-04,Food,Fast Food,1385.38,Online,Lahore
70,2025-11-05,Education,Books,2690.29,Cash,Rawalpindi
97,2025-11-05,Transport,Ride Share,991.73,Online,Islamabad
246,2025-11-05,Transport,Ride Share,868.45,Online,Karachi
456,2025-11-05,Entertainment,Games,7313.01,Bank Transfer,Karachi
938,2025-11-05,Travel,Flight,49834.9,Online,Rawalpindi
1025,2025-11-05,Transport,Ride Share,1059.52,Online,Lahore
1122,2025-11-05,Transport,Fuel,4665.74,Cash,Rawalpindi
1212,2025-11-05,Transport,Ride Share,1230.37,Online,Lahore
1281,2025-11-05,Education,Books,1766.41,Card,Dubai
562,2025-11-06,Education,Books,840.18,Bank Transfer,Dubai
830,2025-11-06,Entertainment,Streaming,1763.96,Bank Transfer,Rawalpindi
281,2025-11-07,Transport,Fuel,5934.07,Cash,Lahore
837,2025-11-07,Travel,Travel Food,2856.44,Cash,Karachi
1041,2025-11-08,Travel,Travel Transport,2380.48,Card,Lahore
1215,2025-11-08,Education,Books,4705.37,Bank Transfer,Islamabad
1500,2025-11-08,Transport,Public Transport,326.15,Bank Transfer,Rawalpindi
61,2025-11-09,Entertainment,Games,1895.41,Cash,Rawalpindi
809,2025-11-09,Food,Fast Food,1205.03,Cash,Islamabad
704,2025-11-11,Health,Fitness,4383.03,Card,Lahore
1244,2025-11-11,Education,Courses,3876.07,Bank Transfer,Lahore
205,2025-11-12,Food,Grocery,4411.65,Card,Karachi
291,2025-11-12,Travel,Hotel,12145.48,Online,Dubai
387,2025-11-12,Travel,Travel Food,6269.28,Card,Lahore
230,2025-11-13,Shopping,Electronics,26989.95,Online,Lahore
476,2025-11-15,Health,Pharmacy,2766.67,Card,Islamabad
552,2025-11-15,Education,Courses,12645.74,Card,Lahore
833,2025-11-16,Health,Fitness,3555.4,Cash,Lahore
889,2025-11-16,Food,Fast Food,1352.66,Cash,Islamabad
290,2025-11-17,Entertainment,Games,5388.56,Online,Rawalpindi
635,2025-11-17,Food,Restaurant,2644.12,Cash,Dubai
667,2025-11-17,Entertainment,Games,6992.68,Online,Islamabad
1280,2025-11-17,Transport,Fuel,3488.2,Online,Karachi
65,2025-11-18,Education,Books,3010.05,Cash,Islamabad
606,2025-11-18,Food,Grocery,10549.21,Bank Transfer,Dubai
627,2025-11-18,Entertainment,Games,3665.53,Bank Transfer,Islamabad
379,2025-11-19,Food,Grocery,5729.24,Online,Karachi
798,2025-11-19,Health,Dental,7966.28,Online,Islamabad
802,2025-11-19,Food,Fast Food,1957.01,Cash,Karachi
881,2025-11-19,Food,Fast Food,1038.34,Online,Lahore
109,2025-11-20,Transport,Fuel,4236.89,Online,Islamabad
575,2025-11-20,Shopping,Clothing,7977.8,Cash,Islamabad
940,2025-11-20,Food,Restaurant,3448.48,Bank Transfer,Rawalpindi
1186,2025-11-20,Transport,Public Transport,605.6,Online,Rawalpindi
277,2025-11-21,Transport,Parking,693.79,Bank Transfer,Lahore
869,2025-11-21,Bills,Phone Bill,4083.62,Online,Dubai
1123,2025-11-21,Education,Books,2577.52,Card,Rawalpindi
1242,2025-11-21,Education,Stationery,562.98,Card,Dubai
516,2025-11-22,Entertainment,Movies,2072.99,Cash,Islamabad
642,2025-11-22,Entertainment,Games,5537.43,Cash,Rawalpindi
